"EID","REFERRAL","NUMBER_JOBS","PROG_EXER_RATE","INTPER_RATE","PRIOR_EXP","HIRE_REC","HIRE_DATE","TURNOVER_DATE","TURNOVER"
193127,"No","0-1","Pass",8,"No",2,2017-01-01,2019-06-01,"Yes"
926441,"No","3+","Pass",5,"No",2,2016-07-01,2017-08-01,"Yes"
773396,"No","0-1","Concerns",2,"Yes",3,2017-10-01,2020-01-01,"Yes"
294224,"No","2","Pass",10,"No",2,2017-02-01,2019-09-01,"Yes"
405253,"No","0-1","Pass",6,"No",3,2017-02-01,2018-09-01,"Yes"
369154,"No","2","Pass+",7,"No",2,2017-01-01,NA,"No"
666689,"No","0-1","Concerns",8,"No",0,2016-01-01,NA,"No"
167747,"No","0-1","Pass+",7,"Yes",2,2017-03-01,NA,"No"
515961,"No","2","Pass",10,"No",2,2016-05-01,NA,"No"
664986,"No","0-1","Pass",8,"No",0,2016-01-01,2018-05-01,"Yes"
715446,"No","0-1","Pass",9,"Yes",0,2016-03-01,2016-06-01,"Yes"
975476,"No","0-1","Pass",8,"No",1,2016-02-01,2017-12-01,"Yes"
295064,"No","0-1","Pass",9,"No",3,2016-02-01,2020-01-01,"Yes"
300461,"No","0-1","Pass",10,"No",2,2017-01-01,NA,"No"
735971,"Yes","0-1","Pass",10,"No",2,2016-08-01,2021-02-01,"Yes"
323964,"No","0-1","Pass",10,"No",3,2017-02-01,2017-06-01,"Yes"
678656,"No","2","Pass",8,"No",2,2017-02-01,2019-05-01,"Yes"
266080,"Yes","2","Pass",10,"No",3,2017-01-01,NA,"No"
922246,"No","0-1","Concerns",9,"No",0,2017-01-01,2020-08-01,"Yes"
424203,"No","0-1","Concerns",10,"No",2,2017-02-01,2019-02-01,"Yes"
710220,"Yes","3+","Concerns",9,"No",2,2016-04-01,2019-11-01,"Yes"
824210,"No","0-1","Concerns",10,"No",2,2016-01-01,2016-06-01,"Yes"
418657,"No","0-1","Pass",8,"No",2,2017-07-01,NA,"No"
941098,"No","0-1","Pass",10,"No",2,2016-01-01,2018-06-01,"Yes"
694542,"No","0-1","Pass",8,"Yes",2,2017-02-01,2017-09-01,"Yes"
363969,"No","0-1","Concerns",5,"No",1,2017-04-01,2017-06-01,"Yes"
902202,"No","0-1","Concerns",9,"No",2,2017-01-01,2017-03-01,"Yes"
882699,"No","0-1","Pass",10,"Yes",2,2017-04-01,NA,"No"
964500,"No","0-1","Pass",7,"Yes",0,2017-04-01,2021-10-01,"Yes"
510938,"Yes","2","Concerns",10,"No",2,2017-09-01,2021-11-01,"Yes"
606057,"No","0-1","Pass",10,"No",2,2017-04-01,NA,"No"
287767,"No","0-1","Pass",7,"No",2,2016-02-01,2019-10-01,"Yes"
372803,"No","0-1","Pass",10,"No",3,2016-01-01,NA,"No"
411446,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
298541,"No","2","Pass",10,"No",2,2016-02-01,2017-10-01,"Yes"
818361,"Yes","0-1","Pass",10,"Yes",3,2017-02-01,2020-07-01,"Yes"
583690,"No","0-1","Pass",7,"No",2,2017-02-01,2019-07-01,"Yes"
832440,"No","0-1","Concerns",8,"No",3,2016-05-01,2018-10-01,"Yes"
991125,"No","2","Pass",9,"No",0,2017-02-01,2020-10-01,"Yes"
556320,"No","0-1","Concerns",10,"No",3,2017-01-01,2021-04-01,"Yes"
732216,"No","0-1","Pass",8,"No",3,2017-01-01,NA,"No"
902185,"No","2","Concerns",10,"Yes",2,2016-05-01,2018-07-01,"Yes"
834252,"No","0-1","Pass",2,"No",3,2016-02-01,2016-10-01,"Yes"
801740,"No","0-1","Pass",7,"Yes",2,2016-02-01,NA,"No"
814195,"No","0-1","Pass",8,"No",2,2016-06-01,2016-08-01,"Yes"
317242,"No","0-1","Pass",6,"No",2,2017-08-01,2019-11-01,"Yes"
983517,"No","2","Concerns",9,"No",1,2017-01-01,2017-04-01,"Yes"
142509,"No","0-1","Pass",9,"No",2,2017-03-01,NA,"No"
355280,"No","0-1","Pass",10,"No",3,2017-01-01,2019-09-01,"Yes"
954861,"Yes","2","Concerns",8,"No",3,2016-09-01,NA,"No"
409865,"No","0-1","Pass+",7,"Yes",2,2017-04-01,NA,"No"
870907,"No","3+","Pass",10,"No",3,2017-02-01,2021-11-01,"Yes"
213336,"No","0-1","Pass",9,"No",1,2016-12-01,2019-06-01,"Yes"
781779,"No","3+","Concerns",10,"No",3,2017-02-01,2018-12-01,"Yes"
692913,"No","0-1","Concerns",10,"Yes",2,2017-01-01,NA,"No"
536380,"Yes","2","Pass",7,"No",3,2017-01-01,NA,"No"
409232,"No","0-1","Pass",6,"No",1,2017-06-01,NA,"No"
741547,"No","0-1","Pass",10,"No",2,2016-01-01,2019-09-01,"Yes"
574186,"No","2","Concerns",9,"No",2,2017-02-01,NA,"No"
618657,"No","0-1","Pass",8,"No",3,2016-06-01,2017-01-01,"Yes"
935935,"No","0-1","Pass",10,"No",2,2017-02-01,NA,"No"
978830,"No","3+","Pass",3,"No",2,2016-02-01,2018-07-01,"Yes"
483544,"No","0-1","Pass",9,"No",2,2016-04-01,2017-11-01,"Yes"
237740,"No","0-1","Pass",7,"No",2,2017-01-01,2017-09-01,"Yes"
641599,"No","2","Pass",9,"No",3,2016-02-01,2020-08-01,"Yes"
290786,"No","0-1","Pass",9,"Yes",2,2017-06-01,NA,"No"
302415,"No","2","Pass",9,"No",2,2017-01-01,2021-07-01,"Yes"
999631,"No","2","Pass",7,"No",3,2016-03-01,2018-09-01,"Yes"
975172,"No","2","Pass+",7,"No",2,2017-01-01,2021-05-01,"Yes"
544057,"No","0-1","Pass",10,"No",2,2016-02-01,NA,"No"
718622,"Yes","2","Concerns",7,"Yes",2,2016-08-01,NA,"No"
653030,"No","0-1","Pass",8,"No",2,2016-02-01,2018-09-01,"Yes"
554128,"No","0-1","Pass",7,"No",2,2016-01-01,2018-04-01,"Yes"
876921,"No","2","Pass",10,"No",3,2017-01-01,2017-04-01,"Yes"
232679,"No","0-1","Pass",8,"No",0,2016-01-01,2020-01-01,"Yes"
741599,"Yes","0-1","Pass",10,"No",2,2016-07-01,2019-01-01,"Yes"
916244,"No","0-1","Concerns",9,"No",3,2017-01-01,2017-04-01,"Yes"
693474,"Yes","0-1","Pass",8,"No",3,2017-04-01,2018-03-01,"Yes"
133567,"No","0-1","Pass",8,"No",2,2017-02-01,NA,"No"
832178,"No","0-1","Pass",9,"No",3,2016-12-01,NA,"No"
788063,"No","0-1","Pass",9,"No",2,2017-01-01,NA,"No"
542943,"No","2","Pass",10,"No",1,2017-02-01,2020-09-01,"Yes"
276939,"No","2","Pass",8,"No",3,2016-01-01,NA,"No"
752492,"No","3+","Pass",10,"No",3,2016-03-01,NA,"No"
612921,"No","0-1","Pass",8,"No",2,2016-06-01,NA,"No"
714917,"No","3+","Pass",10,"Yes",2,2017-01-01,2018-11-01,"Yes"
799888,"No","0-1","Pass",10,"No",1,2016-01-01,NA,"No"
672132,"Yes","2","Pass",10,"Yes",3,2016-01-01,2017-04-01,"Yes"
353962,"No","0-1","Pass",7,"Yes",2,2017-01-01,2019-10-01,"Yes"
437806,"No","0-1","Pass",10,"No",2,2016-02-01,2019-07-01,"Yes"
416083,"Yes","2","Concerns",8,"Yes",2,2016-01-01,2017-10-01,"Yes"
747648,"No","0-1","Pass",8,"No",2,2016-02-01,2016-06-01,"Yes"
626406,"No","0-1","Pass",7,"No",3,2016-01-01,2019-07-01,"Yes"
702104,"No","3+","Concerns",10,"No",3,2016-01-01,2018-02-01,"Yes"
967678,"No","0-1","Pass",10,"No",2,2017-04-01,2019-09-01,"Yes"
971975,"No","0-1","Pass",10,"No",1,2016-04-01,2018-06-01,"Yes"
669232,"Yes","0-1","Pass",8,"No",1,2016-05-01,2018-11-01,"Yes"
756022,"No","0-1","Pass",10,"No",2,2017-01-01,2017-03-01,"Yes"
641900,"No","0-1","Pass+",10,"No",3,2016-01-01,NA,"No"
450154,"No","0-1","Pass",8,"Yes",1,2016-02-01,NA,"No"
574838,"No","3+","Pass",10,"No",2,2017-02-01,2021-01-01,"Yes"
133516,"No","2","Pass",0,"No",3,2017-02-01,2018-02-01,"Yes"
177028,"No","0-1","Pass",10,"Yes",3,2017-01-01,2017-03-01,"Yes"
789039,"No","0-1","Concerns",7,"No",2,2016-01-01,2018-06-01,"Yes"
400643,"No","0-1","Pass",8,"Yes",3,2016-03-01,2016-04-01,"Yes"
983254,"No","2","Pass",10,"No",2,2017-02-01,2019-05-01,"Yes"
654430,"No","2","Concerns",10,"No",3,2016-11-01,2019-01-01,"Yes"
235710,"No","0-1","Concerns",10,"No",3,2017-02-01,2021-02-01,"Yes"
427412,"No","0-1","Pass",9,"No",3,2017-02-01,2019-04-01,"Yes"
686676,"No","0-1","Pass",8,"Yes",2,2016-01-01,2018-03-01,"Yes"
450712,"No","0-1","Pass",9,"No",1,2017-02-01,NA,"No"
270994,"No","0-1","Pass",10,"No",0,2016-01-01,NA,"No"
684213,"No","0-1","Pass",9,"No",2,2016-01-01,2017-12-01,"Yes"
900239,"No","0-1","Concerns",10,"Yes",2,2017-06-01,NA,"No"
282972,"No","2","Pass",9,"No",3,2017-04-01,2019-03-01,"Yes"
171702,"Yes","3+","Pass",10,"No",1,2017-01-01,2019-05-01,"Yes"
641722,"No","3+","Concerns",9,"Yes",2,2017-02-01,2019-10-01,"Yes"
434736,"No","0-1","Pass",10,"No",2,2016-01-01,2016-05-01,"Yes"
523817,"No","0-1","Pass",9,"No",2,2017-09-01,NA,"No"
838796,"No","0-1","Pass",7,"No",3,2017-05-01,NA,"No"
417934,"No","0-1","Pass",7,"No",2,2016-01-01,NA,"No"
258916,"No","0-1","Pass",10,"Yes",2,2017-04-01,2020-01-01,"Yes"
974069,"No","2","Concerns",10,"No",0,2016-01-01,2018-03-01,"Yes"
571114,"No","2","Pass",10,"No",3,2016-06-01,NA,"No"
521647,"No","0-1","Pass",10,"No",2,2016-01-01,NA,"No"
722268,"No","2","Pass",6,"Yes",0,2016-03-01,NA,"No"
918093,"No","0-1","Pass",9,"No",2,2017-02-01,2018-11-01,"Yes"
198606,"No","0-1","Pass",7,"No",1,2016-10-01,2018-08-01,"Yes"
527290,"No","3+","Pass+",8,"No",2,2017-06-01,NA,"No"
306296,"No","0-1","Pass",5,"No",2,2016-06-01,2018-09-01,"Yes"
769125,"No","0-1","Concerns",8,"No",2,2017-02-01,NA,"No"
802057,"No","0-1","Pass",7,"Yes",2,2016-04-01,2020-10-01,"Yes"
641149,"Yes","3+","Pass+",9,"No",3,2017-02-01,2021-12-01,"Yes"
823074,"No","0-1","Pass",10,"No",2,2017-02-01,2017-04-01,"Yes"
676329,"No","3+","Pass",10,"No",2,2017-02-01,2019-11-01,"Yes"
468002,"No","2","Pass",6,"No",3,2017-01-01,2017-03-01,"Yes"
538642,"No","0-1","Pass",9,"No",3,2017-03-01,2019-06-01,"Yes"
229035,"No","0-1","Pass",10,"No",3,2017-01-01,2018-12-01,"Yes"
571499,"No","2","Pass",8,"Yes",1,2016-04-01,2020-05-01,"Yes"
571061,"Yes","0-1","Concerns",10,"Yes",2,2017-02-01,NA,"No"
769012,"No","2","Concerns",8,"No",2,2016-02-01,2018-08-01,"Yes"
313922,"No","3+","Pass",8,"No",3,2016-11-01,2018-12-01,"Yes"
655094,"No","0-1","Pass",10,"No",3,2017-02-01,2017-03-01,"Yes"
162029,"No","2","Pass",10,"No",2,2017-04-01,2017-06-01,"Yes"
290891,"No","0-1","Concerns",9,"No",2,2017-03-01,2021-05-01,"Yes"
668075,"No","3+","Pass",10,"No",3,2016-02-01,NA,"No"
483297,"No","0-1","Pass",8,"No",2,2016-02-01,2018-12-01,"Yes"
150260,"No","2","Pass",8,"Yes",2,2016-01-01,2020-03-01,"Yes"
672602,"Yes","0-1","Concerns",8,"No",3,2017-04-01,2017-07-01,"Yes"
912211,"No","0-1","Concerns",10,"No",2,2016-05-01,2017-03-01,"Yes"
691175,"Yes","0-1","Pass+",7,"No",2,2016-02-01,2020-09-01,"Yes"
771181,"No","3+","Pass",7,"Yes",2,2016-03-01,2016-08-01,"Yes"
510940,"No","3+","Pass",7,"Yes",3,2017-02-01,2018-11-01,"Yes"
498830,"No","0-1","Concerns",10,"No",1,2017-02-01,2019-11-01,"Yes"
897268,"No","2","Pass",8,"No",2,2017-04-01,2019-03-01,"Yes"
295638,"No","0-1","Concerns",10,"Yes",2,2017-01-01,2019-02-01,"Yes"
182976,"No","2","Concerns",7,"No",1,2017-02-01,2021-03-01,"Yes"
830262,"No","2","Pass",10,"No",2,2016-06-01,NA,"No"
428164,"No","0-1","Concerns",7,"No",3,2017-01-01,NA,"No"
702331,"No","0-1","Pass",10,"No",2,2016-01-01,2020-03-01,"Yes"
859943,"No","0-1","Pass",9,"No",2,2017-01-01,2019-10-01,"Yes"
284563,"No","2","Pass+",10,"No",3,2017-02-01,NA,"No"
183057,"No","0-1","Pass",7,"Yes",2,2017-03-01,NA,"No"
655556,"No","2","Pass",8,"Yes",2,2017-02-01,2020-06-01,"Yes"
892065,"No","2","Pass",7,"No",3,2017-01-01,NA,"No"
811379,"No","2","Pass+",6,"No",2,2017-01-01,2017-11-01,"Yes"
656332,"No","0-1","Pass",10,"No",3,2017-06-01,NA,"No"
777571,"No","0-1","Pass",10,"No",3,2016-01-01,2020-01-01,"Yes"
727014,"No","0-1","Pass",10,"No",1,2017-01-01,NA,"No"
134574,"Yes","0-1","Pass",10,"No",2,2017-01-01,2021-03-01,"Yes"
452835,"No","2","Pass",8,"No",3,2017-02-01,2020-08-01,"Yes"
812040,"Yes","2","Pass",8,"Yes",3,2016-01-01,NA,"No"
588906,"No","2","Pass+",8,"Yes",3,2017-02-01,NA,"No"
221086,"No","2","Pass",10,"No",2,2017-01-01,NA,"No"
178082,"No","0-1","Pass",8,"No",2,2016-01-01,2018-04-01,"Yes"
756131,"No","0-1","Pass",7,"Yes",3,2017-01-01,2018-10-01,"Yes"
668946,"No","0-1","Pass",10,"No",2,2016-02-01,2019-09-01,"Yes"
937104,"No","2","Pass",10,"No",1,2017-04-01,2019-07-01,"Yes"
656951,"No","0-1","Pass",10,"No",1,2016-03-01,2016-04-01,"Yes"
790813,"No","0-1","Pass",7,"No",3,2017-05-01,NA,"No"
132765,"No","0-1","Concerns",9,"Yes",2,2017-05-01,2020-01-01,"Yes"
421605,"Yes","2","Pass",10,"No",3,2016-01-01,NA,"No"
256536,"No","3+","Pass",8,"No",2,2017-01-01,2017-04-01,"Yes"
452772,"No","3+","Pass",7,"No",3,2016-09-01,2016-11-01,"Yes"
909237,"Yes","2","Pass",10,"No",2,2017-02-01,NA,"No"
814531,"No","0-1","Pass",8,"No",3,2016-01-01,2020-10-01,"Yes"
593287,"No","3+","Pass",10,"No",2,2017-03-01,2020-01-01,"Yes"
824964,"Yes","0-1","Concerns",7,"Yes",2,2016-02-01,NA,"No"
804546,"No","0-1","Pass",9,"No",3,2017-06-01,2021-08-01,"Yes"
839665,"No","0-1","Pass",8,"No",2,2016-09-01,2020-12-01,"Yes"
688458,"No","0-1","Pass",7,"No",3,2017-05-01,NA,"No"
151622,"No","2","Pass",10,"No",2,2016-04-01,2022-01-01,"Yes"
861698,"No","0-1","Pass",3,"Yes",2,2017-04-01,2019-08-01,"Yes"
188020,"No","0-1","Pass",10,"No",0,2016-01-01,NA,"No"
967363,"No","0-1","Pass",9,"No",2,2017-05-01,2019-07-01,"Yes"
987477,"No","0-1","Pass+",7,"Yes",3,2017-01-01,2017-07-01,"Yes"
142903,"No","0-1","Pass+",8,"No",2,2016-02-01,NA,"No"
117652,"No","3+","Concerns",7,"No",2,2017-06-01,2017-11-01,"Yes"
717805,"No","0-1","Pass",7,"No",2,2016-01-01,2016-02-01,"Yes"
468750,"Yes","0-1","Pass+",10,"No",2,2016-02-01,NA,"No"
249417,"No","2","Pass",8,"Yes",3,2017-01-01,NA,"No"
440158,"No","0-1","Concerns",10,"Yes",3,2016-01-01,2020-07-01,"Yes"
751645,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
599171,"No","0-1","Pass",10,"No",2,2016-02-01,2018-01-01,"Yes"
747720,"No","0-1","Concerns",8,"Yes",3,2017-08-01,2019-10-01,"Yes"
586260,"No","2","Concerns",10,"No",2,2017-01-01,2021-08-01,"Yes"
651750,"No","0-1","Pass",7,"No",2,2017-04-01,2017-09-01,"Yes"
131764,"No","0-1","Pass+",10,"No",2,2016-01-01,2016-07-01,"Yes"
679509,"No","0-1","Pass",8,"No",2,2017-01-01,NA,"No"
441639,"No","0-1","Pass+",10,"Yes",2,2017-03-01,2017-09-01,"Yes"
530871,"No","0-1","Pass",9,"No",3,2016-03-01,2017-07-01,"Yes"
610924,"No","2","Pass+",10,"No",2,2017-02-01,NA,"No"
753273,"No","2","Concerns",6,"No",1,2016-03-01,2018-09-01,"Yes"
443830,"No","0-1","Concerns",10,"No",0,2016-06-01,2018-04-01,"Yes"
537300,"No","2","Pass",8,"No",3,2017-02-01,2020-02-01,"Yes"
888480,"No","3+","Concerns",10,"Yes",2,2016-02-01,2020-11-01,"Yes"
645805,"No","0-1","Concerns",10,"No",2,2017-03-01,2020-11-01,"Yes"
765257,"No","0-1","Concerns",8,"No",3,2016-02-01,NA,"No"
616947,"Yes","0-1","Concerns",10,"Yes",0,2017-01-01,2020-09-01,"Yes"
884948,"No","3+","Pass",8,"No",3,2016-03-01,2016-11-01,"Yes"
153183,"No","0-1","Pass",9,"No",0,2017-05-01,NA,"No"
557651,"No","2","Pass",10,"No",3,2017-01-01,2021-01-01,"Yes"
127772,"No","2","Pass",7,"No",3,2016-01-01,2021-09-01,"Yes"
617775,"No","0-1","Pass",6,"Yes",3,2017-03-01,2019-06-01,"Yes"
352894,"No","0-1","Pass",10,"Yes",2,2017-01-01,2021-02-01,"Yes"
754372,"No","0-1","Pass",7,"Yes",1,2017-01-01,2017-06-01,"Yes"
636940,"No","3+","Concerns",8,"No",2,2017-04-01,2019-03-01,"Yes"
321814,"No","2","Pass",10,"No",3,2017-01-01,2020-11-01,"Yes"
368647,"No","0-1","Pass",9,"No",3,2017-02-01,2018-01-01,"Yes"
789071,"No","0-1","Concerns",10,"Yes",3,2016-09-01,2016-10-01,"Yes"
145820,"No","0-1","Pass",7,"No",2,2016-02-01,2016-06-01,"Yes"
297497,"Yes","2","Pass+",8,"Yes",2,2016-01-01,NA,"No"
769115,"No","2","Pass",8,"Yes",3,2017-05-01,2019-09-01,"Yes"
235490,"No","2","Pass",8,"No",3,2016-01-01,2017-12-01,"Yes"
588310,"Yes","2","Pass",10,"No",3,2017-06-01,NA,"No"
973511,"No","2","Concerns",10,"No",3,2017-02-01,2020-10-01,"Yes"
304850,"No","2","Concerns",8,"No",3,2017-01-01,2021-07-01,"Yes"
773072,"No","0-1","Pass",10,"No",2,2016-01-01,NA,"No"
145542,"No","2","Pass",9,"No",1,2017-03-01,NA,"No"
193021,"No","3+","Pass",10,"No",3,2016-08-01,NA,"No"
420745,"No","0-1","Pass",8,"Yes",3,2017-01-01,2021-07-01,"Yes"
553953,"No","0-1","Pass",10,"Yes",2,2016-02-01,NA,"No"
793205,"Yes","2","Pass",8,"No",3,2016-03-01,NA,"No"
508360,"No","3+","Pass",7,"No",3,2017-02-01,2019-03-01,"Yes"
961141,"No","0-1","Pass",9,"Yes",2,2017-08-01,NA,"No"
572129,"Yes","0-1","Pass",10,"No",2,2017-05-01,NA,"No"
565983,"No","0-1","Pass",9,"No",2,2017-01-01,2017-08-01,"Yes"
367808,"No","0-1","Pass",10,"No",2,2017-05-01,NA,"No"
336634,"No","0-1","Pass+",10,"No",2,2017-02-01,2021-07-01,"Yes"
845063,"No","0-1","Pass",7,"No",2,2017-02-01,2021-02-01,"Yes"
534068,"No","0-1","Pass",10,"Yes",2,2016-01-01,2016-07-01,"Yes"
459996,"No","0-1","Pass",10,"No",2,2017-05-01,2019-06-01,"Yes"
752389,"Yes","2","Pass",9,"No",2,2017-01-01,2020-11-01,"Yes"
939070,"Yes","0-1","Pass",10,"No",2,2017-02-01,NA,"No"
898635,"No","0-1","Pass+",8,"Yes",3,2016-01-01,2019-11-01,"Yes"
332918,"Yes","2","Concerns",8,"No",3,2016-01-01,2020-05-01,"Yes"
124227,"No","2","Pass",8,"Yes",2,2016-03-01,2019-10-01,"Yes"
115793,"No","3+","Pass",10,"Yes",2,2017-01-01,2017-04-01,"Yes"
787339,"No","0-1","Pass",9,"No",1,2016-05-01,2018-08-01,"Yes"
600175,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
822122,"No","2","Pass+",7,"Yes",3,2016-01-01,NA,"No"
568360,"No","2","Pass",7,"No",2,2017-02-01,2019-09-01,"Yes"
783236,"No","0-1","Pass",8,"No",3,2016-01-01,2019-08-01,"Yes"
995841,"No","2","Pass",6,"Yes",3,2017-05-01,2021-04-01,"Yes"
180363,"No","2","Concerns",7,"No",1,2017-01-01,2019-01-01,"Yes"
437050,"No","2","Pass",7,"No",3,2017-03-01,2021-11-01,"Yes"
284321,"No","0-1","Pass",9,"Yes",1,2016-07-01,2016-09-01,"Yes"
128479,"No","0-1","Pass",10,"No",1,2016-01-01,NA,"No"
623891,"No","0-1","Concerns",9,"No",3,2016-02-01,2018-04-01,"Yes"
572570,"No","2","Pass",10,"No",3,2016-01-01,2018-03-01,"Yes"
767425,"No","0-1","Pass+",8,"No",3,2016-05-01,NA,"No"
667517,"No","0-1","Concerns",8,"No",3,2017-09-01,NA,"No"
667579,"No","2","Pass+",7,"Yes",1,2017-05-01,2021-12-01,"Yes"
423539,"No","0-1","Concerns",10,"No",2,2017-01-01,2019-03-01,"Yes"
427354,"No","0-1","Pass+",2,"No",2,2017-01-01,2020-11-01,"Yes"
176800,"No","0-1","Pass",8,"Yes",2,2017-01-01,2019-08-01,"Yes"
166062,"No","0-1","Pass",9,"No",2,2017-11-01,2019-05-01,"Yes"
516025,"No","0-1","Pass",10,"No",1,2016-02-01,2021-01-01,"Yes"
107445,"No","2","Pass",9,"No",3,2016-02-01,NA,"No"
709069,"No","2","Pass",10,"Yes",2,2017-05-01,NA,"No"
978172,"No","0-1","Pass",8,"No",3,2017-01-01,NA,"No"
288944,"No","0-1","Concerns",8,"Yes",0,2016-02-01,NA,"No"
907375,"Yes","0-1","Pass",9,"No",2,2016-03-01,2018-05-01,"Yes"
558100,"Yes","0-1","Pass",10,"No",2,2016-04-01,NA,"No"
975715,"No","0-1","Concerns",8,"No",3,2017-02-01,NA,"No"
516625,"No","0-1","Concerns",9,"No",3,2017-01-01,2020-06-01,"Yes"
629818,"Yes","0-1","Concerns",9,"No",2,2016-02-01,2018-07-01,"Yes"
950786,"No","2","Pass",10,"No",3,2016-01-01,NA,"No"
699381,"No","2","Pass",9,"Yes",2,2017-04-01,2017-11-01,"Yes"
631251,"No","2","Pass",7,"No",2,2017-01-01,2017-04-01,"Yes"
131541,"No","0-1","Concerns",10,"Yes",2,2017-02-01,2019-01-01,"Yes"
941915,"No","3+","Concerns",10,"Yes",3,2016-01-01,2017-12-01,"Yes"
151508,"No","2","Pass",9,"No",2,2017-01-01,NA,"No"
433813,"No","0-1","Pass",10,"No",1,2017-02-01,NA,"No"
392880,"No","0-1","Pass",9,"No",2,2016-01-01,2016-09-01,"Yes"
526966,"No","0-1","Pass",8,"Yes",2,2017-02-01,NA,"No"
454379,"No","0-1","Pass",9,"No",2,2017-01-01,2019-09-01,"Yes"
936725,"No","2","Pass",8,"No",3,2016-02-01,2016-06-01,"Yes"
640710,"No","3+","Pass",9,"No",3,2017-02-01,2017-03-01,"Yes"
630099,"No","2","Concerns",10,"No",3,2017-05-01,NA,"No"
327690,"No","0-1","Pass",7,"Yes",1,2016-01-01,2018-08-01,"Yes"
653163,"No","2","Concerns",10,"No",2,2016-02-01,2019-08-01,"Yes"
536132,"No","0-1","Concerns",9,"No",1,2016-02-01,NA,"No"
187920,"No","0-1","Concerns",10,"No",3,2016-02-01,2017-12-01,"Yes"
497167,"No","2","Pass+",9,"No",2,2016-08-01,2018-12-01,"Yes"
231703,"No","0-1","Concerns",8,"No",3,2017-03-01,2019-05-01,"Yes"
558658,"Yes","0-1","Pass",8,"No",2,2017-02-01,2017-04-01,"Yes"
274150,"No","0-1","Pass",8,"No",3,2016-06-01,2018-10-01,"Yes"
509189,"No","2","Concerns",10,"No",3,2016-02-01,2021-02-01,"Yes"
179839,"No","3+","Pass",8,"Yes",1,2017-05-01,2017-07-01,"Yes"
508901,"No","0-1","Pass",5,"No",3,2016-02-01,2017-04-01,"Yes"
831786,"No","2","Concerns",10,"No",2,2016-06-01,NA,"No"
219070,"No","2","Pass",10,"No",2,2017-01-01,2019-03-01,"Yes"
286687,"No","2","Concerns",10,"No",2,2016-02-01,2017-11-01,"Yes"
609463,"No","0-1","Pass",9,"Yes",3,2016-04-01,NA,"No"
457791,"No","2","Pass",6,"Yes",2,2017-02-01,2021-02-01,"Yes"
362934,"Yes","0-1","Pass",10,"Yes",2,2017-06-01,NA,"No"
658160,"No","0-1","Pass",7,"Yes",3,2016-01-01,2016-02-01,"Yes"
918285,"No","0-1","Pass+",10,"Yes",2,2016-01-01,2018-11-01,"Yes"
218956,"No","0-1","Concerns",6,"No",2,2016-01-01,2020-03-01,"Yes"
929859,"No","0-1","Pass",8,"Yes",3,2017-07-01,NA,"No"
313484,"No","2","Concerns",10,"No",2,2016-01-01,2021-05-01,"Yes"
669076,"No","0-1","Pass",8,"No",2,2017-05-01,2021-07-01,"Yes"
131376,"No","0-1","Concerns",9,"No",0,2017-03-01,2018-07-01,"Yes"
990509,"No","0-1","Pass",6,"Yes",2,2016-11-01,NA,"No"
548507,"No","2","Pass",10,"Yes",2,2017-02-01,2019-04-01,"Yes"
437096,"No","0-1","Pass",9,"Yes",3,2016-01-01,NA,"No"
134854,"No","2","Pass",9,"No",2,2017-03-01,2021-12-01,"Yes"
618213,"No","2","Pass",10,"No",3,2017-01-01,2017-05-01,"Yes"
722247,"No","3+","Pass",7,"No",2,2017-02-01,2020-09-01,"Yes"
762943,"No","0-1","Concerns",7,"No",2,2016-02-01,2018-04-01,"Yes"
258808,"No","0-1","Concerns",10,"No",2,2016-02-01,2020-01-01,"Yes"
569800,"Yes","0-1","Pass",6,"No",2,2016-02-01,2020-10-01,"Yes"
882599,"No","0-1","Pass",7,"No",2,2017-08-01,NA,"No"
337701,"No","2","Concerns",8,"No",2,2016-02-01,2016-04-01,"Yes"
831706,"Yes","0-1","Concerns",8,"Yes",2,2017-02-01,2018-12-01,"Yes"
467992,"No","2","Pass",7,"No",3,2016-04-01,NA,"No"
372747,"No","2","Concerns",7,"Yes",2,2016-01-01,2018-05-01,"Yes"
161483,"Yes","2","Pass",10,"Yes",2,2017-01-01,2017-09-01,"Yes"
193674,"No","2","Pass",7,"No",2,2017-01-01,NA,"No"
804881,"No","2","Concerns",10,"No",1,2017-01-01,2019-01-01,"Yes"
971154,"No","2","Pass",8,"No",2,2017-01-01,NA,"No"
121776,"No","0-1","Pass",9,"No",2,2017-01-01,2019-03-01,"Yes"
942973,"No","2","Pass",10,"No",3,2016-02-01,2017-12-01,"Yes"
310948,"No","0-1","Pass",10,"Yes",3,2017-01-01,2019-10-01,"Yes"
775901,"No","0-1","Pass",10,"Yes",3,2017-01-01,2021-08-01,"Yes"
443332,"No","2","Concerns",10,"No",3,2016-01-01,NA,"No"
540260,"No","0-1","Pass",8,"No",3,2017-01-01,NA,"No"
457618,"No","0-1","Pass",8,"No",3,2016-02-01,2018-09-01,"Yes"
418909,"No","2","Concerns",10,"No",3,2017-03-01,2019-02-01,"Yes"
662013,"No","2","Concerns",10,"Yes",2,2017-07-01,NA,"No"
512151,"No","0-1","Pass",8,"No",0,2017-03-01,2018-03-01,"Yes"
